Country 	County 	City 	Airport 	Latitude 	Longitude 	Altitude 	ICAO 	IATA
United States 	Connecticut 	Ashford/Westford 	Westford Airstrip 	N41* 57.0391' 	W72* 10.8880' 	274.32M 	CT74 	-
United States 	Connecticut 	Bethlehem 	Thomson Field 	N41* 37.9383' 	W73* 12.9733' 	249.94M 	5CT5 	-
United States 	Connecticut 	Bethlehem 	Whelan Farms 	N41* 39.9725' 	W73* 11.3401' 	310.90M 	CT01 	-
United States 	Connecticut 	Bozrah 	Gager Field 	N41* 33.8726' 	W72* 11.8381' 	141.73M 	CT36 	-
United States 	Connecticut 	Bridgeport 	Sikorsky Meml 	N41* 09.8083' 	W73* 07.5700' 	2.74M 	KBDR 	BDR
United States 	Connecticut 	Bristol 	Green Acres 	N41* 42.5059' 	W72* 58.2729' 	289.56M 	CT96 	-
United States 	Connecticut 	Burlington 	Mountain Meadow Airstrip 	N41* 46.3725' 	W73* 00.6730' 	310.90M 	22B 	-
United States 	Connecticut 	Chester 	Chester 	N41* 23.0343' 	W72* 30.3537' 	126.80M 	3B9 	-
United States 	Connecticut 	Chester 	Chester 	N41* 23.0343' 	W72* 30.3537' 	126.80M 	KSNC 	-
United States 	Connecticut 	Colchester 	Gardner Lake 	N41* 30.4892' 	W72* 14.6215' 	147.83M 	CT08 	-
United States 	Connecticut 	Colchester 	Skis Landing Area 	N41* 34.4226' 	W72* 18.1882' 	155.45M 	CT07 	-
United States 	Connecticut 	Coventry 	Heckler Field 	N41* 48.1726' 	W72* 23.5050' 	241.71M 	CT09 	-
United States 	Connecticut 	Coventry 	Metenosky Aviation Field 	N41* 44.8893' 	W72* 17.6548' 	167.64M 	CT10 	-
United States 	Connecticut 	Danbury 	Danbury Mun 	N41* 22.2922' 	W73* 28.9315' 	139.60M 	KDXR 	DXR
United States 	Connecticut 	Danielson 	Danielson 	N41* 49.1842' 	W71* 54.0577' 	72.54M 	5B3 	-
United States 	Connecticut 	Durham 	Maplewood Farm 	N41* 28.1059' 	W72* 42.5057' 	85.34M 	CT39 	-
United States 	Connecticut 	East Haddam 	Devils Hopyard Field 	N41* 26.6392' 	W72* 20.3383' 	38.10M 	CT11 	-
United States 	Connecticut 	East Haddam 	Goodspeed 	N41* 26.7393' 	W72* 27.3385' 	2.74M 	42B 	-
United States 	Connecticut 	East Killingly 	Yankee Airstrip 	N41* 53.0059' 	W71* 48.9709' 	219.46M 	CT13 	-
United States 	Connecticut 	East Windsor 	Roberts Farm 	N41* 53.3892' 	W72* 36.9054' 	11.28M 	CT85 	-
United States 	Connecticut 	East Windsor Hill 	Bancroft 	N41* 52.0059' 	W72* 36.9721' 	15.85M 	CT14 	-
United States 	Connecticut 	Eastford 	Buell Farm 	N41* 55.1717' 	W72* 07.1050' 	204.22M 	5CT6 	-
United States 	Connecticut 	Eastford 	Eastford 	N41* 54.6225' 	W72* 04.0879' 	182.88M 	5CT0 	-
United States 	Connecticut 	Ellington 	Ellington 	N41* 55.4725' 	W72* 27.4217' 	77.11M 	7B9 	-
United States 	Connecticut 	Ellington 	Wysocki Field 	N41* 56.7225' 	W72* 28.6551' 	118.87M 	CT15 	-
United States 	Connecticut 	Enfield 	Bootlegger's 	N41* 59.9058' 	W72* 36.3553' 	10.67M 	CT87 	-
United States 	Connecticut 	Essex 	Fetske 	N41* 22.5059' 	W72* 22.4717' 	.00M 	CT16 	-
United States 	Connecticut 	Goshen 	Wings Ago Airstrip 	N41* 51.0057' 	W73* 15.9736' 	483.11M 	CT42 	-
United States 	Connecticut 	Groton/New London 	Groton-New London 	N41* 19.8033' 	W72* 02.7083' 	2.74M 	KGON 	GON
United States 	Connecticut 	Hartford 	Hartford-Brainard 	N41* 44.2033' 	W72* 38.9667' 	5.49M 	KHFD 	HFD
United States 	Connecticut 	Hazardville 	Laurie Field 	N41* 58.0891' 	W72* 32.3885' 	39.32M 	CT19 	-
United States 	Connecticut 	Jewett City 	Spruce 	N41* 35.6226' 	W71* 55.8711' 	60.96M 	CT43 	-
United States 	Connecticut 	Litchfield 	Ripley Field 	N41* 47.1390' 	W73* 18.5237' 	405.38M 	CT44 	-
United States 	Connecticut 	Lyme 	Lord Creek 	N41* 21.0892' 	W72* 21.3050' 	.00M 	CT78 	-
United States 	Connecticut 	Madison 	Griswold 	N41* 16.2710' 	W72* 32.9838' 	4.57M 	N04 	-
United States 	Connecticut 	Marlborough 	Rankl Field 	N41* 36.0059' 	W72* 25.9718' 	106.68M 	CT20 	-
United States 	Connecticut 	Marlborough 	Salmon River 	N41* 35.3727' 	W72* 26.5385' 	164.59M 	9B8 	-
United States 	Connecticut 	Meriden 	Meriden Markham Mun 	N41* 30.5225' 	W72* 49.7693' 	31.39M 	KMMK 	-
United States 	Connecticut 	Mystic 	Wychwood Field 	N41* 26.2059' 	W71* 55.5210' 	96.32M 	CT48 	-
United States 	Connecticut 	New Haven 	Tweed-New Haven 	N41* 15.8258' 	W72* 53.2077' 	3.96M 	KHVN 	HVN
United States 	Connecticut 	New Milford 	Candlelight Farms 	N41* 34.0057' 	W73* 27.9740' 	205.74M 	11N 	-
United States 	Connecticut 	New Milford 	Docktors Field 	N41* 32.0057' 	W73* 24.9739' 	91.44M 	CT51 	-
United States 	Connecticut 	Newtown 	Flying Ridge Airstrip 	N41* 22.0891' 	W73* 17.4737' 	185.93M 	CT52 	-
United States 	Connecticut 	North Canaan 	Grass Land Air Field 	N42* 02.3388' 	W73* 17.2236' 	214.88M 	CT04 	-
United States 	Connecticut 	North Canaan 	North Canaan Aviation Facilities Inc 	N42* 02.7222' 	W73* 20.3236' 	200.56M 	CT24 	-
United States 	Connecticut 	Old Lyme 	Mile Creek 	N41* 18.1400' 	W72* 17.7717' 	9.14M 	5CT7 	-
United States 	Connecticut 	Oxford 	Waterbury-Oxford 	N41* 28.7133' 	W73* 08.1150' 	221.28M 	KOXC 	-
United States 	Connecticut 	Plainville 	Robertson 	N41* 41.4200' 	W72* 51.8900' 	60.96M 	4B8 	-
United States 	Connecticut 	Putnam 	Toutant 	N41* 57.3417' 	W72* 03.2617' 	234.70M 	C44 	-
United States 	Connecticut 	Roxbury 	Canterbury Farm 	N41* 30.5057' 	W73* 18.4737' 	198.12M 	CT60 	-
United States 	Connecticut 	Roxbury 	Good Hill Farm 	N41* 33.0057' 	W73* 15.9736' 	289.26M 	CT59 	-
United States 	Connecticut 	Simsbury 	Simsbury 	N41* 55.0058' 	W72* 46.6390' 	59.44M 	4B9 	-
United States 	Connecticut 	Somers 	Valley Farms 	N42* 00.8224' 	W72* 28.3717' 	67.36M 	CT29 	-
United States 	Connecticut 	South Glastonbury 	Nayaug Seaplane Landing Area 	N41* 38.3393' 	W72* 37.6888' 	.91M 	CT30 	-
United States 	Connecticut 	South Woodstock 	Woodstock 	N41* 55.2892' 	W71* 57.1711' 	141.73M 	64CT 	-
United States 	Connecticut 	Stafford Springs 	Swift 	N41* 57.9058' 	W72* 19.9715' 	156.97M 	CT31 	-
United States 	Connecticut 	Stonington 	Stonington Airpark 	N41* 20.8393' 	W71* 53.1542' 	2.13M 	CT80 	-
United States 	Connecticut 	Thompson 	Quaddick Lake 	N42* 02.4019' 	W71* 50.7584' 	122.83M 	CT82 	-
United States 	Connecticut 	Voluntown 	Gallup Farm 	N41* 32.1226' 	W71* 50.0709' 	134.11M 	CT32 	-
United States 	Connecticut 	Warehouse Point 	Skylark 	N41* 55.7558' 	W72* 34.4720' 	36.58M 	7B6 	-
United States 	Connecticut 	Washington 	Long View Landing 	N41* 40.0058' 	W73* 16.9736' 	286.51M 	CT66 	-
United States 	Connecticut 	Waterbury 	Waterbury 	N41* 38.0058' 	W73* 02.8065' 	259.08M 	N41 	-
United States 	Connecticut 	Willimantic 	Windham 	N41* 44.6425' 	W72* 10.8142' 	75.29M 	KIJD 	-
United States 	Connecticut 	Windsor Locks 	Bradley Intl 	N41* 56.3333' 	W72* 40.9933' 	52.73M 	KBDL 	BDL
United States 	Connecticut 	Winsted 	Seavair's Landing 	N41* 53.7598' 	W73* 05.5888' 	268.53M 	08CT 	-
United States 	Delaware 	Bridgeville 	Huey 	N38* 44.6402' 	W75* 32.0955' 	13.72M 	DE14 	-
United States 	Delaware 	Dewey Beach 	Rehoboth Bay 	N38* 41.1734' 	W75* 05.2275' 	.00M 	DE13 	-
United States 	Delaware 	Dover 	Chandelle Estates 	N39* 12.1400' 	W75* 29.1287' 	6.71M 	0N4 	-
United States 	Delaware 	Dover 	Dover AFB 	N39* 07.7700' 	W75* 27.9600' 	8.53M 	KDOV 	DOV
United States 	Delaware 	Dover-Cheswold 	Delaware 	N39* 13.1033' 	W75* 35.7857' 	17.07M 	33N 	-
United States 	Delaware 	Ellendale 	Owens Field 	N38* 48.3401' 	W75* 24.7618' 	15.24M 	DE12 	-
United States 	Delaware 	Farmington 	Chorman 	N38* 50.9068' 	W75* 36.7457' 	20.12M 	D74 	-
United States 	Delaware 	Farmington 	Willaview 	N38* 51.3020' 	W75* 34.3323' 	19.20M 	2DE2 	-
United States 	Delaware 	Felton 	Belfair 	N38* 58.5000' 	W75* 37.0000' 	19.51M 	DE32 	-
United States 	Delaware 	Felton 	Doyle's 	N39* 01.2433' 	W75* 34.6257' 	15.54M 	DE00 	-
United States 	Delaware 	Felton 	Henderson Aviation 	N39* 00.7568' 	W75* 32.0122' 	15.24M 	0N6 	-
United States 	Delaware 	Georgetown 	Josephs 	N38* 38.2568' 	W75* 21.3116' 	12.80M 	DE49 	-
United States 	Delaware 	Georgetown 	Sussex Co 	N38* 41.3517' 	W75* 21.5333' 	15.24M 	KGED 	-
United States 	Delaware 	Greenwood 	Sugar Hill 	N38* 46.6735' 	W75* 34.9956' 	13.72M 	DE17 	-
United States 	Delaware 	Hartly 	Flying C 	N39* 08.6567' 	W75* 41.4791' 	21.34M 	DE07 	-
United States 	Delaware 	Laurel 	Laurel 	N38* 32.5310' 	W75* 35.6612' 	9.14M 	N06 	-
United States 	Delaware 	Magnolia 	Johnsons 	N39* 04.0901' 	W75* 29.3120' 	13.11M 	DE09 	-
United States 	Delaware 	Middletown 	Mckeown 	N39* 29.7333' 	W75* 44.0000' 	18.29M 	1DE5 	-
United States 	Delaware 	Middletown 	Okolona Plantation 	N39* 28.9667' 	W75* 41.8500' 	18.59M 	DE33 	-
United States 	Delaware 	Middletown 	Summit 	N39* 31.2233' 	W75* 43.2267' 	21.34M 	KEVY 	-
United States 	Delaware 	Milford 	Drummond 	N38* 54.3401' 	W75* 24.0617' 	10.06M 	DE11 	-
United States 	Delaware 	Milford 	Kimbowrosa Farm 	N38* 58.0068' 	W75* 27.9786' 	12.19M 	DE10 	-
United States 	Delaware 	Milton 	Eagle Crest-Hudson 	N38* 46.5667' 	W75* 14.0167' 	8.53M 	DE25 	-
United States 	Delaware 	Milton 	Ockel Farms 	N38* 45.0167' 	W75* 21.6000' 	14.33M 	DE23 	-
United States 	Delaware 	Roxana 	West Pvt 	N38* 31.0401' 	W75* 09.9278' 	6.40M 	DE21 	-
United States 	Delaware 	Seaford 	Pevey 	N38* 36.7569' 	W75* 41.9792' 	12.19M 	DE15 	-
United States 	Delaware 	Selbyville 	Warrington Field 	N38* 27.7568' 	W75* 10.4945' 	7.92M 	DE27 	-
United States 	Delaware 	Smyrna 	Newberg 	N39* 17.5000' 	W75* 34.5000' 	6.10M 	DE04 	-
United States 	Delaware 	Smyrna 	Scotty's Place 	N39* 22.5067' 	W75* 38.6457' 	12.19M 	DE29 	-
United States 	Delaware 	Smyrna 	Smyrna 	N39* 18.0067' 	W75* 35.2290' 	5.49M 	38N 	-
United States 	Delaware 	Townsend 	Duffy's 	N39* 19.5500' 	W75* 44.4959' 	21.03M 	DE19 	-
United States 	Delaware 	Townsend 	Spirit Airpark 	N39* 22.4167' 	W75* 44.7500' 	24.38M 	DE20 	-
United States 	Delaware 	Townsend 	Townsend A 	N39* 24.8567' 	W75* 39.7790' 	19.81M 	DE34 	-
United States 	Delaware 	Wilmington 	New Castle 	N39* 40.7233' 	W75* 36.3917' 	24.08M 	KILG 	ILG
United States 	Delaware 	Wyoming 	Jenkins 	N39* 07.1735' 	W75* 35.0288' 	16.15M 	15N 	-
United States 	Florida 	Alachua 	Link Field 	N29* 41.8833' 	W82* 29.4833' 	32.92M 	63FD 	-
United States 	Florida 	Alachua 	Santa Fe River Ranch 	N29* 55.0144' 	W82* 28.9903' 	44.20M 	FA62 	-
United States 	Florida 	Alamana 	Leffler 	N28* 57.8159' 	W81* 07.2868' 	13.11M 	FA63 	-
United States 	Florida 	Altamonte Springs 	Prairie Lake Pvt Res Sp Mooring Facility 	N28* 39.3999' 	W81* 21.2041' 	26.21M 	3FD9 	-
United States 	Florida 	Altha 	Altha International 	N30* 35.2783' 	W85* 04.1953' 	42.67M 	10FD 	-
United States 	Florida 	Altha 	Cattle Creek Ranch 	N30* 31.0950' 	W85* 11.9287' 	36.58M 	50FD 	-
United States 	Florida 	Altha 	County Line Airstrip 	N30* 36.5116' 	W85* 05.4787' 	45.72M 	5FD3 	-
United States 	Florida 	Altha 	Farm Air Service 	N30* 36.1116' 	W85* 08.3954' 	45.72M 	22FL 	-
United States 	Florida 	Apalachicola 	Apalachicola Mun 	N29* 43.6528' 	W85* 01.6468' 	6.10M 	KAAF 	-
United States 	Florida 	Apalachicola 	St George Island 	N29* 38.6743' 	W84* 54.9099' 	.91M 	F47 	F47
United States 	Florida 	Apopka 	Carter 	N28* 37.1333' 	W81* 30.5210' 	24.38M 	FL57 	-
United States 	Florida 	Arcadia 	Arcadia Mun 	N27* 11.5197' 	W81* 50.2383' 	18.29M 	X06 	-
United States 	Florida 	Arcadia 	Carlstrom Field 	N27* 07.2365' 	W81* 50.9883' 	10.67M 	92FL 	-
United States 	Florida 	Arcadia 	Ellsworth Field 	N27* 12.3333' 	W81* 46.6333' 	18.29M 	FA27 	-
United States 	Florida 	Arcadia 	Frierson Grove 	N27* 18.2361' 	W81* 52.8217' 	19.81M 	0FA1 	-
United States 	Florida 	Arcadia 	Hennessy 	N27* 03.0700' 	W81* 50.8883' 	15.24M 	26FD 	-
United States 	Florida 	Arcadia 	McDonald's Field 	N27* 11.8197' 	W81* 54.9384' 	16.46M 	8FL1 	-
United States 	Florida 	Arcadia 	Montgomery Ranch 	N27* 04.4699' 	W81* 35.1880' 	22.86M 	FA64 	-
United States 	Florida 	Arcadia 	Sunnybreeze 	N27* 03.3333' 	W81* 58.2333' 	18.29M 	09FL 	-
United States 	Florida 	Archer 	Flying Ten 	N29* 37.0813' 	W82* 30.5232' 	25.91M 	0J8 	-
United States 	Florida 	Archer 	Peach Orchard 	N29* 33.5814' 	W82* 29.9731' 	22.86M 	FL66 	-
United States 	Florida 	Auburndale 	Garner Landing 	N28* 06.2177' 	W81* 48.3547' 	44.81M 	1FL0 	-
United States 	Florida 	Auburndale 	Market World 	N28* 03.5178' 	W81* 48.9881' 	38.10M 	FL16 	-
United States 	Florida 	Avon Park 	Avon Park Executive 	N27* 35.4700' 	W81* 31.6700' 	47.55M 	KAVO 	-
United States 	Florida 	Avon Park 	Crews Homestead Ranch 	N27* 37.2687' 	W81* 36.6380' 	27.43M 	FL01 	-
United States 	Florida 	Avon Park 	Macdill AFB Aux Fld 	N27* 39.0352' 	W81* 20.9710' 	20.73M 	AGR 	-
United States 	Florida 	Baker 	Dotson 	N30* 49.1112' 	W86* 41.2807' 	76.50M 	55FD 	-
United States 	Florida 	Baker 	Sky Ranch 	N30* 51.2445' 	W86* 40.0306' 	76.20M 	18FD 	-
United States 	Florida 	Bartow 	Bartow Mun 	N27* 56.6017' 	W81* 47.0058' 	38.10M 	KBOW 	-
United States 	Florida 	Bell 	Darrah Air Park 	N29* 46.6973' 	W82* 53.4242' 	16.46M 	4FL4 	-
United States 	Florida 	Bell 	Flying Harness Farms 	N29* 43.1141' 	W82* 50.6740' 	23.77M 	37FL 	-
United States 	Florida 	Bell 	Saw Whet Farms 	N29* 41.3975' 	W82* 52.2741' 	15.24M 	6FL9 	-
United States 	Florida 	Bell 	Shady Bend 	N29* 48.8472' 	W82* 55.5409' 	7.62M 	9FL5 	-
United States 	Florida 	Belle Glade 	Belle Glade State 	N26* 42.0533' 	W80* 39.7367' 	4.27M 	X10 	-
United States 	Florida 	Belle Glade 	Duda Airstrip 	N26* 35.2708' 	W80* 38.2367' 	4.27M 	FA69 	-
United States 	Florida 	Belle Isle 	Lake Conway South 	N28* 27.5167' 	W81* 20.9833' 	24.38M 	0FL5 	-
United States 	Florida 	Belleview 	Back Achers 	N29* 04.3821' 	W81* 59.9718' 	27.43M 	8FL3 	-
United States 	Florida 	Belleview 	Johary 	N29* 01.5822' 	W81* 59.2718' 	21.95M 	FL58 	-
United States 	Florida 	Belleview 	Jordan 	N29* 00.8489' 	W81* 58.6884' 	17.07M 	FD79 	-
United States 	Florida 	Belleview 	Monroe Airpark 	N29* 01.1321' 	W82* 06.8220' 	22.86M 	2FA2 	-
United States 	Florida 	Belleview 	Norton 	N29* 00.0655' 	W82* 06.0387' 	20.42M 	8FL2 	-
United States 	Florida 	Blountstown 	Able Airpark 	N30* 35.7283' 	W84* 58.8785' 	30.48M 	5FD5 	-
United States 	Florida 	Blountstown 	Calhoun Co 	N30* 29.2118' 	W85* 06.8408' 	35.97M 	F95 	-
United States 	Florida 	Blountstown 	Hammock 	N30* 27.1232' 	W85* 01.4855' 	17.07M 	5XFL 	-
United States 	Florida 	Boca Raton 	Boca Raton 	N26* 22.7095' 	W80* 06.4615' 	3.96M 	KBCT 	BCT
United States 	Florida 	Bonifay 	Garnair 	N30* 46.7833' 	W85* 46.1000' 	32.00M 	FA55 	-
United States 	Florida 	Bonifay 	Tharpe 	N30* 49.7279' 	W85* 43.8626' 	35.05M 	03FD 	-
United States 	Florida 	Bonifay 	Tri Co 	N30* 50.7467' 	W85* 36.0833' 	25.91M 	1J0 	-
United States 	Florida 	Boynton Beach 	Willis 	N26* 32.8876' 	W80* 12.8861' 	5.49M 	FA44 	-
United States 	Florida 	Brandon 	Lewis 	N27* 53.9182' 	W82* 10.9553' 	13.72M 	FL78 	-
United States 	Florida 	Branford 	Flints Flying Ranch 	N29* 58.5471' 	W82* 54.4410' 	13.72M 	2FD0 	-
United States 	Florida 	Branford 	Fox Field 	N29* 53.3640' 	W82* 47.9241' 	21.95M 	FL02 	-
United States 	Florida 	Branford 	Hall Farm 	N29* 55.1972' 	W82* 54.1576' 	13.72M 	04FD 	-
United States 	Florida 	Branford 	Suwannee Woodland East/West 	N30* 02.9000' 	W82* 59.0333' 	16.76M 	FD71 	-
United States 	Florida 	Branford 	Thompson Airfield 	N29* 59.0000' 	W82* 50.1333' 	33.53M 	0FL1 	-
United States 	Florida 	Brooksville 	Chinsegut 	N28* 36.6995' 	W82* 22.0722' 	24.38M 	5FD7 	-
United States 	Florida 	Brooksville 	Hernando Co 	N28* 28.4167' 	W82* 27.3250' 	23.47M 	KBKV 	-
United States 	Florida 	Brooksville 	Pilot Country 	N28* 19.8170' 	W82* 29.7892' 	24.38M 	X05 	X05
United States 	Florida 	Brooksville 	Sunset Strip Airpark 	N28* 32.3833' 	W82* 13.7333' 	21.34M 	57FD 	-
United States 	Florida 	Bryant 	Bryant Air Strip 	N26* 51.0202' 	W80* 36.9867' 	4.88M 	FA70 	-
United States 	Florida 	Bunnell 	Flagler Co 	N29* 28.0433' 	W81* 12.3800' 	10.06M 	X47 	X47
United States 	Florida 	Bushnell 	Cheryl-Lane Landings 	N28* 40.2662' 	W82* 05.2384' 	21.64M 	09FD 	-
United States 	Florida 	Bushnell 	Connell's Wahoo 	N28* 37.9167' 	W82* 09.4667' 	19.81M 	25FL 	-
United States 	Florida 	Bushnell 	Flying W Airranch 	N28* 41.0161' 	W82* 09.4552' 	17.68M 	9FL1 	-
United States 	Florida 	Bushnell 	Grass Patch 	N28* 38.7328' 	W82* 13.1385' 	16.15M 	00FA 	-
United States 	Florida 	Bushnell 	Ko-Kee 	N28* 35.6996' 	W82* 08.9885' 	21.95M 	4FL2 	-
United States 	Florida 	Camp Blanding 	Camp Blanding AAF 	N29* 57.0145' 	W81* 58.9895' 	59.74M 	2CB 	-
United States 	Florida 	Campbellton 	Watson 	N30* 57.1611' 	W85* 25.0459' 	37.19M 	27FL 	-
United States 	Florida 	Carrabelle 	Carrabelle-Thompson 	N29* 50.5317' 	W84* 42.0623' 	6.10M 	X13 	-
United States 	Florida 	Carrabelle 	Dog Island 	N29* 48.5126' 	W84* 35.7441' 	1.22M 	FA43 	-
United States 	Florida 	Caryville 	Pate Lake 	N30* 41.5281' 	W85* 45.4126' 	27.43M 	FL04 	-
United States 	Florida 	Cassia 	Royal Trails 	N28* 56.2659' 	W81* 28.4208' 	14.94M 	4FL6 	-
United States 	Florida 	Cedar Key 	Lewis 	N29* 08.2647' 	W83* 02.9907' 	2.13M 	KCDK 	-
United States 	Florida 	Cedar Key 	The Cedars Airfield 	N29* 13.6812' 	W82* 56.6238' 	2.44M 	FA71 	-
United States 	Florida 	Century 	Collier/Pine Barren Airpark 	N30* 49.6279' 	W87* 21.4986' 	67.06M 	FD89 	-
United States 	Florida 	Chiefland 	Brookins Air Strip 	N29* 30.6477' 	W82* 51.6072' 	13.72M 	73FD 	-
United States 	Florida 	Chiefland 	Chiefland Sky Ranch 	N29* 23.6967' 	W82* 52.1867' 	12.19M 	51FL 	-
United States 	Florida 	Chiefland 	Neal Field 	N29* 33.1643' 	W82* 52.1239' 	13.72M 	79FL 	-
United States 	Florida 	Chiefland 	White Farms 	N29* 30.7643' 	W82* 52.4906' 	14.02M 	FA36 	-
United States 	Florida 	Chiefland 	Windy Acres 	N29* 33.9476' 	W82* 52.1240' 	13.72M 	6FD0 	-
United States 	Florida 	Chipley 	Vosika's 	N30* 46.7948' 	W85* 35.8792' 	21.03M 	FL14 	-
United States 	Florida 	Chuluota 	Big Oaks Ranch 	N28* 40.0164' 	W81* 05.0703' 	7.62M 	6FD2 	-
United States 	Florida 	Citra 	Paniola Air Ranch 	N29* 22.5150' 	W82* 03.4888' 	42.67M 	FD14 	-
United States 	Florida 	Citra 	Thompson's Goinbroke Aero Ranch 	N29* 23.1983' 	W82* 08.5723' 	25.91M 	9FD5 	-
United States 	Florida 	Clarksville 	Clarksville 	N30* 27.8450' 	W85* 10.6285' 	27.43M 	74FD 	-
United States 	Florida 	Clarksville 	Ron Wood 	N30* 25.9283' 	W85* 17.3286' 	42.67M 	5FD1 	-
United States 	Florida 	Clarksville 	Steep Head Farm 	N30* 25.2117' 	W85* 18.0286' 	18.29M 	FL15 	-
United States 	Florida 	Clearwater 	Clearwater 	N27* 58.6012' 	W82* 45.5245' 	21.64M 	KCLW 	-
United States 	Florida 	Clermont 	Hi-Acres 	N28* 28.7169' 	W81* 42.8712' 	32.00M 	12FA 	-
United States 	Florida 	Clermont 	Johns Lake 	N28* 31.4835' 	W81* 40.3545' 	23.77M 	2FL4 	-
United States 	Florida 	Clermont 	Kings Field 	N28* 30.5167' 	W81* 48.0167' 	29.87M 	21FL 	-
United States 	Florida 	Clewiston 	Airglades 	N26* 44.5207' 	W81* 02.9873' 	6.10M 	2IS 	2IS
United States 	Florida 	Clewiston 	Alico 	N26* 35.9042' 	W81* 07.9708' 	9.14M 	9FL6 	-
United States 	Florida 	Clewiston 	Harper's Fly-In Ranch 	N26* 43.8333' 	W81* 09.8333' 	9.14M 	0FL0 	-
United States 	Florida 	Clewiston 	McDaniel Ranch Inc. 	N26* 23.6333' 	W81* 01.3833' 	5.49M 	0FL9 	-
United States 	Florida 	Clewiston 	Southern Ranch 	N26* 22.7714' 	W80* 56.7373' 	5.49M 	2FA4 	-
United States 	Florida 	Cocoa Beach 	Cape Canaveral AFS Skid Strip 	N28* 28.0600' 	W80* 34.0100' 	3.05M 	KXMR 	XMR
United States 	Florida 	Cocoa Beach 	Patrick AFB 	N28* 14.3673' 	W80* 36.4532' 	2.44M 	KCOF 	COF
United States 	Florida 	Coleman 	Freeflight Intl 	N28* 48.6659' 	W82* 03.9218' 	16.76M 	2FA6 	-
United States 	Florida 	Crescent City 	Eagles Nest Aerodrome 	N29* 25.7150' 	W81* 35.1879' 	18.29M 	FD44 	-
United States 	Florida 	Crescent City 	Skinners Wholesale Nursery 	N29* 24.2984' 	W81* 29.7543' 	6.10M 	16FD 	-
United States 	Florida 	Crescent City 	Thunderbird Air Park 	N29* 28.3316' 	W81* 34.3212' 	20.42M 	2FA5 	-
United States 	Florida 	Cresent City 	Jim Finlay Farm 	N29* 26.5150' 	W81* 34.9879' 	12.19M 	28FL 	-
United States 	Florida 	Crestview 	Sikes 	N30* 46.7300' 	W86* 31.3267' 	64.92M 	KCEW 	CEW
United States 	Florida 	Crestview 	The Funny Farm 	N30* 48.0112' 	W86* 26.1303' 	60.96M 	FD03 	-
United States 	Florida 	Crestview 	Triple B Airpark 	N30* 46.9112' 	W86* 28.0304' 	64.01M 	FL81 	-
United States 	Florida 	Cross City 	Cross City 	N29* 38.1317' 	W83* 06.2850' 	12.80M 	KCTY 	-
United States 	Florida 	Cross Creek 	Rimes Lakecrest 	N29* 28.0765' 	W82* 09.5257' 	19.81M 	35FA 	-
United States 	Florida 	Crystal River 	Crystal River 	N28* 52.1005' 	W82* 34.4530' 	2.74M 	KCGC 	-
United States 	Florida 	Crystal River 	J.R.'s 	N29* 00.2167' 	W82* 33.3167' 	15.24M 	66FD 	-
United States 	Florida 	Crystal River 	Post Oak Ranch 	N28* 51.3489' 	W82* 33.1560' 	7.62M 	1FA1 	-
United States 	Florida 	Cypress 	Folsom 	N30* 40.3550' 	W85* 05.0071' 	47.24M 	2FL3 	-
United States 	Florida 	Dade City 	Cub Haven 	N28* 27.2000' 	W82* 12.9000' 	21.34M 	FD53 	-
United States 	Florida 	Dade City 	Dusty Airpatch 	N28* 24.7833' 	W82* 13.4050' 	36.58M 	5FL0 	-
United States 	Florida 	Dade City 	Two J's Flying Ranch 	N28* 27.1500' 	W82* 12.4667' 	18.29M 	3FL1 	-
United States 	Florida 	Daytona Beach 	Daytona Beach Intl 	N29* 10.7950' 	W81* 03.4833' 	10.36M 	KDAB 	DAB
United States 	Florida 	Daytona Beach 	Spruce Creek 	N29* 04.8100' 	W81* 02.8000' 	7.32M 	7FL6 	-
United States 	Florida 	De Land 	De Land Mun-Taylor 	N29* 04.0188' 	W81* 17.0365' 	24.38M 	KDED 	-
United States 	Florida 	De Land 	Lee 	N29* 06.2650' 	W81* 18.8200' 	28.65M 	1J6 	-
United States 	Florida 	De Leon Springs 	Lafayette Landings 	N29* 10.1156' 	W81* 15.8870' 	10.67M 	FD90 	-
United States 	Florida 	Defuniak Springs 	Bunge Farm 	N30* 52.7777' 	W86* 12.5299' 	85.34M 	54FD 	-
United States 	Florida 	Defuniak Springs 	Cedar Lane 	N30* 44.1780' 	W86* 12.7799' 	82.30M 	5FL9 	-
United States 	Florida 	Defuniak Springs 	Defuniak Springs 	N30* 43.8467' 	W86* 09.1250' 	88.09M 	54J 	-
United States 	Florida 	Defuniak Springs 	Joy Farms 	N30* 39.1281' 	W86* 06.5631' 	88.39M 	0FD9 	-
United States 	Florida 	Defuniak Springs 	Unicorn Place 	N30* 50.6833' 	W86* 16.8833' 	79.25M 	69FD 	-
United States 	Florida 	Deland 	Bradshaw Farm 	N28* 56.9159' 	W81* 24.7873' 	16.76M 	FL62 	-
United States 	Florida 	Deland 	Deep Woods Ranch 	N29* 01.8157' 	W81* 26.8207' 	13.72M 	FD86 	-
United States 	Florida 	Deland 	North Exuma 	N29* 05.6940' 	W81* 16.6560' 	18.90M 	85FA 	-
United States 	Florida 	Deland 	Pine Lakes Farm 	N28* 56.6826' 	W81* 24.4873' 	18.29M 	93FL 	-
